reason_code,network,has_3ds_auth,has_delivery_proof,has_avs_cvv_match,has_ip_device_fingerprint,has_prior_comms,has_signed_receipt,has_usage_logs,days_remaining,days_since_transaction,repeat_dispute_count,transaction_amount_inr,merchant_category,evidence_completeness_score,outcome
rupay_1085,rupay,0,1,1,1,0,0,0,21,89,0,14211.14,healthcare,0,0
rupay_1065,rupay,0,0,1,1,0,0,0,24,111,0,3868.52,fintech,2,1
visa_13.2,visa,1,1,0,1,0,1,0,19,27,5,6210.64,retail,0,0
mc_4841,mc,1,1,1,1,0,1,0,31,66,1,572.04,fintech,0,0
visa_11.3,visa,1,0,1,0,1,1,0,28,14,0,1648.16,retail,2,1
visa_13.7,visa,0,0,1,1,0,0,0,31,87,1,9373.07,travel,2,1
visa_13.8,visa,1,1,1,1,1,1,0,44,93,0,1941.63,ecommerce,2,1
mc_4808,mc,1,0,0,0,1,0,1,27,92,1,1141.07,travel,2,0
rupay_1085,rupay,0,1,1,1,0,0,1,27,71,0,10199.54,ecommerce,0,0
mc_4850,mc,1,0,0,1,0,0,0,26,94,0,6627.62,travel,2,1
mc_4863,mc,1,1,1,1,0,1,0,28,107,0,3909.66,travel,2,0
mc_4863,mc,0,1,1,0,0,0,0,16,30,0,12820.44,travel,0,1
visa_13.5,visa,0,0,1,1,0,0,0,17,3,3,931.11,saas,2,1
visa_13.7,visa,1,1,0,0,0,1,1,11,21,2,7833.3,retail,2,1
mc_4853,mc,1,1,1,0,1,1,0,37,118,1,8979.83,travel,2,1
rupay_ru02,rupay,1,1,0,1,0,0,0,6,65,1,18949.99,ecommerce,1,1
mc_4837,mc,1,0,0,0,1,0,0,13,61,2,11074.74,fintech,0,0
visa_11.1,visa,1,1,1,1,1,0,0,20,7,1,6751.24,retail,2,1
amex_A01,amex,1,1,0,1,0,0,1,8,110,0,112.47,travel,2,1
rupay_1065,rupay,0,1,0,1,1,0,0,27,47,0,759.43,retail,2,1
amex_F24,amex,1,0,1,0,0,1,0,39,74,1,30269.62,fintech,1,1
visa_12.5,visa,1,1,1,0,1,1,0,2,69,1,4671.38,retail,2,1
rupay_1065,rupay,1,1,0,0,0,1,0,13,61,0,4760.64,ecommerce,2,1
rupay_ru02,rupay,1,1,1,1,1,0,0,7,59,0,6446.69,travel,1,1
visa_12.5,visa,1,0,0,0,1,1,1,41,45,0,8392.13,saas,2,1
disc_AP,disc,0,0,1,1,0,0,1,29,60,0,2637.81,fintech,1,1
visa_10.1,visa,1,0,1,0,0,1,1,17,40,0,25910.08,retail,2,1
mc_4841,mc,0,1,0,1,1,0,0,20,56,4,1174.57,ecommerce,1,0
rupay_1085,rupay,0,1,1,1,1,0,1,41,8,0,8993.41,fintech,2,1
visa_13.9,visa,1,0,0,1,1,0,1,12,83,1,9736.11,healthcare,2,0
amex_R13,amex,1,0,1,0,0,1,0,30,112,1,1258.81,retail,2,1
mc_4808,mc,1,1,0,1,1,0,0,26,22,2,13625.16,travel,2,1
disc_IC,disc,1,1,1,1,1,0,0,6,4,1,2406.86,fintech,0,0
rupay_1062,rupay,1,0,1,1,0,0,0,36,17,0,8744.78,ecommerce,0,0
mc_4841,mc,1,0,0,1,0,0,0,25,63,0,1968.23,retail,0,0
visa_11.1,visa,0,1,1,0,1,0,1,10,101,1,7258.19,healthcare,2,1
disc_CD,disc,1,1,0,1,0,0,1,3,2,0,29650.26,fintech,2,1
visa_13.9,visa,1,0,1,1,0,1,1,26,56,0,9299.56,retail,2,1
amex_C18,amex,0,1,1,1,0,1,0,28,76,0,3241.18,saas,2,1
visa_10.5,visa,1,0,0,1,1,0,1,38,3,0,6447.49,saas,1,1
rupay_ru02,rupay,1,0,0,0,0,0,0,9,28,0,24481.42,healthcare,0,0
mc_4870,mc,0,0,0,1,0,0,1,9,91,0,3109.43,travel,2,0
mc_4871,mc,1,0,0,0,1,0,0,9,71,2,4533.14,retail,2,1
visa_11.1,visa,1,0,1,1,0,0,1,2,36,0,9708.6,retail,2,0
rupay_ru01,rupay,1,1,0,1,1,0,0,26,2,0,18240.24,retail,1,1
disc_nan,disc,0,0,0,0,1,0,0,40,88,3,8741.53,saas,2,1
rupay_1062,rupay,1,0,0,1,1,0,1,20,11,0,1234.47,fintech,1,1
visa_10.1,visa,1,1,1,1,0,1,0,43,76,0,3803.94,healthcare,2,1
mc_4863,mc,0,0,1,1,0,0,1,29,25,0,4170.16,travel,0,0
visa_13.2,visa,1,0,1,1,1,0,0,40,2,0,5932.23,travel,1,0
rupay_ru02,rupay,0,1,0,1,1,0,0,13,80,0,9909.48,fintech,1,1
rupay_ru02,rupay,0,1,1,1,0,0,1,17,93,0,4632.97,saas,1,1
disc_DP,disc,0,0,1,1,0,0,0,6,108,0,5254.35,fintech,2,1
visa_11.1,visa,1,1,1,1,1,0,1,43,84,1,5092.12,fintech,2,1
rupay_ru01,rupay,0,1,1,1,0,0,1,44,15,3,3552.84,saas,2,1
rupay_ru02,rupay,1,0,1,0,0,1,0,41,51,5,325.07,ecommerce,1,0
rupay_1062,rupay,1,0,0,1,0,0,0,40,21,2,2933.91,healthcare,0,0
mc_4850,mc,0,1,1,1,1,0,1,25,54,1,3403.51,ecommerce,2,0
amex_A08,amex,1,1,1,1,0,1,0,7,16,2,1770.59,ecommerce,2,1
rupay_ru01,rupay,0,0,1,1,0,0,0,28,74,0,3277.11,travel,1,1
visa_10.1,visa,1,1,0,1,1,0,1,4,22,0,19577.86,fintech,2,1
rupay_ru01,rupay,1,1,1,1,0,0,0,24,57,1,3710.32,fintech,2,1
visa_13.1,visa,1,0,1,0,0,0,0,11,99,0,1792.85,saas,0,1
mc_4871,mc,0,0,1,0,0,0,0,8,5,0,8762.13,ecommerce,2,1
rupay_1085,rupay,1,0,0,1,1,0,1,10,112,0,8578.87,retail,2,1
rupay_ru01,rupay,1,0,1,0,0,0,0,3,101,0,11020.91,saas,1,1
amex_F24,amex,1,0,1,1,0,0,1,9,78,3,15047.34,travel,1,0
amex_F31,amex,1,0,1,1,0,1,1,8,17,1,8600.66,healthcare,2,1
rupay_1065,rupay,1,1,0,1,1,1,0,18,23,4,30973.29,saas,2,1
mc_4855,mc,1,1,0,1,0,0,0,27,108,1,6686.31,saas,1,0
mc_4870,mc,1,0,1,1,1,1,0,37,81,0,9440.59,fintech,2,1
visa_13.8,visa,1,1,1,0,0,1,0,39,50,0,7921.53,ecommerce,0,0
visa_12.6.1,visa,1,1,1,0,0,0,0,11,88,2,5211.52,healthcare,2,0
visa_12.5,visa,0,1,1,0,0,0,0,14,43,1,2205.35,retail,0,0
mc_4850,mc,0,1,1,1,1,0,0,4,34,0,5852.89,saas,2,0
rupay_ru02,rupay,1,0,1,1,1,1,1,8,98,0,2032.58,travel,1,0
mc_4808,mc,0,1,1,0,1,0,0,15,69,0,5261.35,travel,2,1
mc_4812,mc,1,1,1,0,1,1,0,33,51,0,1402.75,ecommerce,2,1
mc_4850,mc,1,1,1,1,0,0,0,36,110,0,2573.5,ecommerce,2,1
amex_R03,amex,1,0,1,1,0,1,0,37,88,0,31516.42,saas,1,1
mc_4863,mc,0,0,1,1,0,0,0,16,13,2,3093.25,travel,0,0
rupay_1062,rupay,1,1,1,0,0,0,0,5,86,0,1376.06,healthcare,1,1
rupay_ru02,rupay,1,0,1,0,0,1,1,9,61,0,2964.69,fintech,1,1
visa_11.3,visa,1,1,0,1,0,0,1,45,119,0,38798.38,travel,2,1
mc_4834,mc,1,1,1,0,1,0,0,4,11,0,7308.88,travel,2,1
visa_13.2,visa,1,0,1,1,0,1,0,38,120,0,15248.64,fintech,0,0
disc_AA,disc,1,1,1,0,0,0,0,30,19,0,15644.89,ecommerce,2,1
amex_C31,amex,1,0,1,0,0,0,1,30,100,0,3308.25,fintech,2,1
visa_11.1,visa,1,1,1,1,1,0,0,14,101,3,3660.99,travel,2,0
rupay_ru01,rupay,1,0,0,1,1,1,1,39,18,0,10495.27,saas,1,1
visa_10.5,visa,1,1,1,0,0,1,1,38,114,0,6817.6,ecommerce,1,1
visa_13.9,visa,1,0,1,0,0,0,0,29,6,0,1355.07,healthcare,2,1
rupay_1062,rupay,0,0,1,1,1,0,1,41,51,0,14289.58,fintech,1,0
visa_10.3,visa,1,1,1,0,0,0,0,38,79,1,741.04,healthcare,0,0
rupay_1065,rupay,0,1,0,0,1,0,1,43,11,0,4916.17,healthcare,2,1
rupay_1065,rupay,1,0,1,1,0,0,1,27,94,0,18532.6,saas,2,0
visa_12.5,visa,1,1,0,0,1,1,1,37,28,1,5943.71,retail,2,1
visa_13.2,visa,1,0,1,0,1,1,0,34,63,1,8015.44,saas,1,1
rupay_ru02,rupay,1,0,1,0,0,0,1,32,97,2,1657.53,retail,0,0
visa_12.5,visa,0,0,1,1,0,0,0,28,59,0,8376.81,fintech,0,0
rupay_ru02,rupay,0,1,1,0,1,0,0,31,6,1,25352.34,travel,1,1
mc_4812,mc,1,1,1,1,1,0,0,2,70,1,7007.89,travel,2,0
rupay_ru02,rupay,1,1,1,0,0,0,0,5,48,2,3890.58,ecommerce,1,0
visa_13.2,visa,1,1,0,1,0,1,0,42,26,0,8924.59,fintech,0,0
rupay_1085,rupay,0,1,1,1,0,1,1,40,95,4,1711.62,saas,0,0
mc_4837,mc,1,0,0,1,1,0,0,44,83,0,16819.95,retail,1,1
rupay_ru02,rupay,1,1,1,1,0,0,1,13,21,0,22482.62,ecommerce,1,0
visa_13.3,visa,1,1,1,1,0,1,1,6,55,0,1888.5,travel,0,0
amex_C05,amex,1,1,0,0,0,0,1,41,97,8,1302.32,ecommerce,1,0
rupay_1065,rupay,1,0,1,1,0,0,0,21,77,8,14531.44,retail,2,0
visa_10.1,visa,1,1,1,0,0,0,1,5,9,5,12424.62,travel,2,1
rupay_1085,rupay,1,1,0,0,0,1,0,14,26,0,5257.54,ecommerce,0,1
rupay_1085,rupay,1,0,1,1,1,0,1,35,27,0,7419.41,fintech,2,1
amex_A02,amex,1,0,0,1,1,0,0,39,19,0,2177.56,healthcare,2,1
visa_13.5,visa,1,0,1,0,0,1,0,33,62,0,6099.6,healthcare,2,1
visa_13.6,visa,0,0,0,1,0,1,0,24,50,0,24354.97,travel,0,0
amex_F31,amex,0,1,1,0,1,0,0,14,102,1,15134.2,saas,2,1
rupay_ru02,rupay,0,1,1,1,1,0,0,19,62,0,13367.34,retail,1,1
rupay_1062,rupay,0,1,0,1,1,0,0,16,35,1,8040.62,healthcare,2,1
visa_11.1,visa,1,0,1,1,0,1,0,5,18,0,4007.93,saas,2,1
visa_13.1,visa,0,1,1,1,0,1,1,40,120,0,5115.96,ecommerce,2,1
visa_13.6,visa,1,0,1,1,0,1,1,13,76,0,8232.08,saas,0,0
mc_4834,mc,0,1,1,0,1,0,1,18,25,0,18178.28,travel,2,1
amex_M49,amex,0,1,0,1,0,0,0,27,41,0,4588.04,fintech,0,1
rupay_1065,rupay,0,1,1,0,0,0,1,7,54,0,284.61,saas,2,0
amex_R13,amex,1,1,1,0,1,1,1,45,43,0,13854.24,fintech,2,1
mc_4863,mc,0,0,1,1,1,0,0,13,32,0,7978.01,healthcare,0,1
rupay_1085,rupay,0,0,1,1,0,0,1,4,32,0,11371.18,travel,0,1
mc_4871,mc,1,0,1,1,1,1,0,4,101,1,3131.98,ecommerce,2,1
mc_4834,mc,1,0,0,0,1,0,1,42,79,0,11507.81,fintech,2,0
rupay_1085,rupay,1,0,0,0,1,0,1,4,51,0,1758.66,healthcare,2,0
visa_13.9,visa,1,0,1,1,0,0,0,35,106,0,9193.07,healthcare,2,1
visa_10.3,visa,1,1,1,1,0,0,0,5,61,1,721.81,ecommerce,0,1
amex_M10,amex,0,0,1,0,0,0,0,5,21,0,20071.09,fintech,2,1
visa_11.3,visa,0,0,0,1,1,1,0,41,105,2,15503.41,healthcare,2,0
rupay_1085,rupay,0,0,0,1,1,1,0,6,57,0,2158.74,ecommerce,2,1
mc_4841,mc,1,1,0,1,1,1,1,41,43,2,3057.2,saas,2,1
amex_F24,amex,0,1,1,1,0,0,1,41,111,0,906.04,fintech,2,1
rupay_1062,rupay,1,1,1,1,0,0,1,4,98,0,1803.61,healthcare,1,0
rupay_ru02,rupay,0,0,0,1,1,1,1,14,94,0,18865.63,travel,1,1
rupay_ru01,rupay,0,1,1,0,0,0,1,14,114,0,6842.79,saas,1,1
mc_4841,mc,1,1,1,1,0,1,0,11,105,0,5412.04,healthcare,0,0
visa_11.1,visa,0,0,0,1,1,0,1,23,2,0,525.24,travel,2,0
rupay_1062,rupay,1,1,1,0,0,1,1,10,10,3,18118.48,retail,1,0
visa_13.6,visa,1,0,1,1,1,0,1,16,105,1,4749.29,retail,2,1
mc_4855,mc,0,1,1,0,0,0,0,36,75,0,21812.9,travel,1,0
visa_12.1,visa,1,1,1,1,1,0,0,4,116,0,357.98,saas,2,1
rupay_1065,rupay,1,1,0,1,0,1,0,4,113,0,4164.9,ecommerce,2,1
visa_10.3,visa,0,0,0,1,1,0,0,22,70,0,2090.88,saas,0,0
visa_12.1,visa,0,1,1,0,0,0,1,44,2,0,7817.38,travel,2,1
visa_11.2,visa,1,1,1,1,1,1,1,6,90,0,2569.45,fintech,2,1
amex_A08,amex,1,0,1,1,0,0,0,7,48,1,3083.1,ecommerce,2,1
visa_13.4,visa,0,1,1,1,1,0,1,19,70,0,5412.3,fintech,2,1
mc_4853,mc,1,0,1,1,0,0,0,10,92,0,1077.6,healthcare,0,0
visa_10.2,visa,1,1,1,1,0,0,1,45,57,2,9395.82,travel,2,1
mc_4841,mc,0,1,1,1,1,0,0,33,2,0,1116.41,saas,1,0
visa_10.5,visa,0,0,1,1,0,1,0,18,52,4,23508.63,travel,1,0
amex_R03,amex,0,0,1,1,1,0,1,42,62,1,277.92,retail,0,1
mc_4837,mc,1,1,1,1,0,0,1,24,1,0,1243.4,retail,2,1
rupay_ru02,rupay,0,0,0,0,0,0,1,43,82,1,14584.74,fintech,0,0
mc_4834,mc,1,0,1,0,1,1,1,32,67,3,3303.03,fintech,2,0
visa_12.5,visa,1,1,0,1,1,0,1,14,32,1,3609.72,ecommerce,0,1
rupay_ru01,rupay,1,0,1,1,0,0,1,8,106,2,6963.29,fintech,1,1
disc_RG,disc,1,1,0,0,0,0,0,9,9,1,7018.82,travel,1,1
mc_4853,mc,1,1,1,0,0,0,0,9,91,1,5114.95,fintech,1,0
mc_4850,mc,0,0,1,1,1,0,0,14,78,0,6408.51,fintech,2,1
rupay_1062,rupay,1,0,1,1,0,1,1,17,117,0,2988.62,retail,0,0
visa_12.5,visa,0,1,0,0,0,0,0,37,49,0,6362.52,ecommerce,0,0
amex_A02,amex,1,1,1,1,1,0,0,31,50,0,5651.59,travel,2,0
amex_C28,amex,0,1,0,1,0,0,0,14,52,0,20533.09,saas,0,1
rupay_ru01,rupay,0,0,1,1,1,1,1,3,66,0,26549.85,healthcare,1,1
visa_10.3,visa,0,1,1,0,0,0,0,17,59,0,830.69,healthcare,0,1
rupay_1085,rupay,1,1,1,1,0,1,1,4,19,1,10470.21,fintech,0,1
visa_13.6,visa,1,0,1,1,1,1,0,14,81,1,7477.98,saas,2,1
rupay_1065,rupay,0,1,0,1,1,1,0,24,34,0,16078.69,ecommerce,2,1
visa_13.3,visa,1,0,1,1,0,0,0,21,6,4,8698.85,saas,0,0
rupay_1065,rupay,0,0,0,1,0,0,1,23,65,0,265.0,travel,2,1
visa_13.1,visa,1,1,0,1,0,0,1,18,108,3,4800.24,ecommerce,1,0
rupay_1065,rupay,1,1,1,1,1,1,0,17,4,0,34607.68,healthcare,2,1
visa_13.7,visa,0,0,1,1,0,0,0,42,22,0,6907.38,healthcare,2,1
mc_4808,mc,1,1,1,1,0,0,0,11,65,0,23082.56,healthcare,2,1
rupay_1062,rupay,0,0,1,1,0,0,0,44,115,3,1716.24,retail,0,0
visa_11.2,visa,0,1,0,0,1,1,0,11,34,5,22075.85,fintech,2,0
rupay_1085,rupay,1,0,1,1,0,0,1,30,90,0,648.48,retail,0,0
rupay_1065,rupay,0,0,0,1,1,1,0,23,107,1,4774.84,travel,2,1
disc_AA,disc,1,0,1,1,1,0,0,10,98,2,6902.59,healthcare,1,0
visa_10.3,visa,1,0,0,1,1,0,0,2,92,0,6402.9,retail,0,0
disc_nan,disc,0,1,1,0,1,0,1,5,55,0,140.89,healthcare,2,1
disc_RM,disc,0,1,1,1,0,0,1,27,110,0,5886.61,fintech,2,1
rupay_1085,rupay,1,1,1,1,1,1,0,1,2,2,22337.09,ecommerce,2,0
mc_4863,mc,1,1,1,1,1,0,0,31,118,0,1324.56,ecommerce,0,0
rupay_1065,rupay,0,1,1,0,0,0,1,32,20,0,32064.43,travel,2,1
visa_13.1,visa,0,1,0,1,0,1,1,11,106,1,4811.05,healthcare,2,0
rupay_ru02,rupay,0,1,1,1,1,0,1,25,110,1,557.55,retail,1,0
mc_4812,mc,1,0,1,0,1,0,0,32,37,0,8881.09,ecommerce,2,1
visa_10.3,visa,0,1,1,1,1,0,0,11,54,1,25432.72,retail,0,1
visa_11.1,visa,0,1,0,0,0,0,1,8,72,0,1311.98,fintech,2,1
rupay_1085,rupay,1,0,1,0,0,0,0,36,119,2,5187.77,travel,0,0
mc_4812,mc,1,0,1,1,0,0,0,7,44,0,9207.01,ecommerce,2,1
visa_10.4,visa,1,1,1,1,1,1,0,4,25,0,2422.08,ecommerce,2,1
amex_A02,amex,0,1,0,1,0,0,0,12,90,3,7522.19,saas,2,0
mc_4863,mc,0,0,1,1,1,1,1,17,102,0,15426.52,ecommerce,2,1
rupay_1062,rupay,1,0,0,0,1,0,1,34,13,8,6492.57,travel,1,0
rupay_1065,rupay,0,0,1,1,0,0,0,13,111,0,2514.1,healthcare,2,1
visa_13.6,visa,1,0,1,0,0,0,1,9,47,0,6433.41,travel,0,0
disc_RM,disc,0,1,1,0,0,0,0,23,78,0,5961.39,saas,2,1
disc_UA,disc,1,1,1,1,1,0,1,20,36,0,3360.68,travel,1,1
visa_10.2,visa,1,0,0,0,1,0,0,1,40,2,2221.64,fintech,2,1
mc_4837,mc,1,1,0,1,0,0,1,34,80,0,12387.52,fintech,1,1
visa_13.2,visa,0,0,0,1,0,0,0,1,5,0,4375.36,healthcare,0,0
amex_R13,amex,1,0,0,0,1,1,1,31,85,2,3843.76,fintech,2,0
visa_13.9,visa,0,0,1,1,0,0,0,29,79,0,3324.99,healthcare,2,1
mc_4812,mc,1,0,1,1,0,0,0,10,85,0,34034.37,retail,2,1
mc_4850,mc,0,1,1,1,1,0,1,17,50,0,8267.83,healthcare,2,1
visa_13.7,visa,1,0,0,1,0,0,0,27,17,0,20610.9,ecommerce,2,1
amex_F29,amex,1,1,0,1,0,0,0,18,93,0,8856.02,saas,1,1
disc_UD,disc,1,1,1,1,1,1,0,14,52,0,14481.61,healthcare,2,1
mc_4837,mc,1,1,1,1,1,0,0,37,94,1,5346.54,saas,2,1
amex_C04,amex,1,1,1,1,1,1,0,23,81,0,6481.74,healthcare,2,1
mc_4850,mc,1,1,1,1,0,1,0,33,43,1,1973.36,retail,2,1
mc_4841,mc,1,0,1,1,0,0,1,31,104,2,4171.66,fintech,1,0
rupay_1065,rupay,1,1,1,0,1,0,1,5,53,0,9450.82,ecommerce,2,1
visa_13.1,visa,0,0,1,0,0,1,0,2,118,1,12082.94,healthcare,1,0
mc_4870,mc,0,1,1,1,1,1,0,22,1,0,6483.93,fintech,2,1
visa_11.2,visa,0,0,0,0,0,0,0,2,49,4,4886.71,retail,2,0
amex_F14,amex,0,0,1,1,0,0,0,23,69,1,17628.55,retail,0,0
amex_F31,amex,1,0,1,0,0,1,1,43,4,0,13428.68,ecommerce,2,1
amex_C02,amex,0,1,1,1,1,1,0,23,55,1,2071.79,healthcare,2,0
mc_4863,mc,1,0,1,0,1,0,0,22,109,0,35025.9,fintech,0,0
disc_UA,disc,1,0,1,1,0,0,0,17,62,2,4181.27,retail,1,1
mc_4841,mc,1,0,1,1,0,1,0,33,30,0,15340.7,ecommerce,0,0
disc_nan,disc,1,1,1,1,0,0,1,13,23,2,10414.06,retail,2,1
visa_13.9,visa,1,0,0,1,0,1,0,29,66,4,13341.16,healthcare,2,0
rupay_1065,rupay,1,1,1,0,0,1,0,32,85,0,8773.06,saas,2,1
rupay_1085,rupay,0,1,0,1,0,0,0,24,63,0,6455.33,ecommerce,0,0
visa_12.5,visa,1,1,0,0,0,1,1,5,4,0,11386.05,retail,2,1
visa_11.1,visa,1,0,0,1,1,0,0,7,98,3,27411.32,fintech,2,1
rupay_1085,rupay,1,1,1,1,0,0,0,13,106,1,12835.27,healthcare,0,0
mc_4863,mc,1,1,1,0,0,1,1,44,105,0,23331.41,ecommerce,2,1
rupay_ru02,rupay,1,0,1,1,0,0,0,4,42,3,7003.84,fintech,0,0
mc_4834,mc,1,0,1,0,1,0,0,42,26,0,2114.95,retail,2,1
mc_4850,mc,0,1,0,1,0,0,0,3,46,0,3330.71,travel,2,0
visa_11.2,visa,0,0,0,0,1,0,1,19,55,0,5658.32,saas,2,1
amex_R13,amex,0,1,0,1,0,0,0,26,70,0,5895.73,fintech,2,0
amex_R03,amex,1,1,1,1,1,0,0,43,44,2,13277.1,healthcare,1,0
rupay_1065,rupay,1,1,0,0,1,1,1,30,15,1,25871.49,saas,2,1
rupay_1062,rupay,0,1,1,1,1,0,0,42,103,0,14576.21,healthcare,2,1
mc_4850,mc,1,0,0,1,1,0,0,38,63,0,701.14,fintech,2,1
rupay_ru02,rupay,1,1,1,1,0,1,0,33,82,4,2405.98,saas,2,0
visa_10.2,visa,1,1,1,1,0,0,0,42,26,0,1264.55,fintech,2,1
mc_4870,mc,0,0,1,1,0,1,0,32,74,4,11661.9,travel,2,1
rupay_1085,rupay,1,0,1,1,0,1,0,32,65,0,2946.86,ecommerce,0,0
visa_12.6.1,visa,1,1,1,1,1,0,1,8,5,0,9945.42,travel,2,1
rupay_ru02,rupay,1,1,0,1,0,0,1,37,7,1,1327.15,saas,1,0
mc_4871,mc,1,0,1,1,1,0,0,13,17,2,5388.41,ecommerce,2,1
visa_12.5,visa,1,1,1,0,0,0,1,39,113,0,4306.05,fintech,0,1
amex_P08,amex,1,0,1,1,1,0,0,21,38,0,5090.31,ecommerce,2,1
mc_4870,mc,0,1,0,1,1,1,1,22,117,0,1526.86,travel,2,0
visa_12.6.1,visa,1,1,0,0,0,0,1,44,79,0,455.21,ecommerce,2,1
visa_13.4,visa,0,1,1,1,0,1,0,39,48,0,28193.58,travel,2,1
mc_4871,mc,0,1,1,0,0,0,1,37,75,0,13045.73,retail,2,1
amex_R13,amex,1,1,1,0,0,1,0,12,2,0,976.62,ecommerce,2,0
mc_4870,mc,0,0,1,1,1,1,0,21,10,0,2923.0,fintech,2,0
visa_10.2,visa,0,0,1,0,0,0,1,35,55,0,10697.09,ecommerce,2,1
rupay_1085,rupay,1,1,1,1,0,1,1,3,59,0,4276.54,ecommerce,0,0
mc_4837,mc,0,1,1,1,0,0,0,37,100,0,2703.07,retail,2,1
rupay_ru01,rupay,0,1,1,0,0,0,0,36,106,0,15459.46,saas,1,0
visa_13.2,visa,0,0,0,0,0,1,0,38,20,0,3265.65,healthcare,0,0
amex_A02,amex,1,1,1,0,1,0,1,16,5,0,10441.78,retail,2,1
rupay_ru01,rupay,1,1,1,1,0,0,0,32,11,2,16513.84,saas,2,1
mc_4808,mc,1,0,1,0,0,1,0,6,79,0,5884.32,saas,2,1
mc_4834,mc,0,0,0,1,1,0,1,25,21,0,442.09,fintech,2,0
mc_4837,mc,1,0,1,0,0,1,1,21,42,0,8996.13,saas,1,1
mc_4870,mc,1,0,1,1,0,1,1,4,116,0,4472.58,travel,2,1
visa_13.2,visa,0,0,0,0,1,0,1,35,68,2,1126.84,ecommerce,2,1
amex_R13,amex,0,1,0,1,1,1,0,32,93,2,8998.08,fintech,2,0
mc_4850,mc,1,1,1,1,1,1,0,18,55,2,5164.83,saas,2,1
amex_C14,amex,0,0,1,1,0,0,1,32,69,0,13544.96,fintech,2,1
mc_4855,mc,1,0,1,1,0,0,0,25,69,0,1554.37,fintech,0,0
rupay_1065,rupay,1,0,1,1,1,0,1,7,37,0,10839.07,fintech,2,0
disc_IC,disc,0,0,0,0,0,0,0,9,20,1,11385.05,healthcare,0,0
rupay_ru01,rupay,1,1,0,0,0,0,1,37,117,0,3254.14,fintech,1,1
mc_4837,mc,1,1,1,1,0,1,1,45,18,0,5540.0,healthcare,2,1
rupay_ru01,rupay,1,0,1,0,0,1,1,19,61,0,6361.25,ecommerce,1,1
visa_11.3,visa,0,0,1,1,1,0,0,23,87,2,5336.54,saas,2,1
visa_11.3,visa,1,1,0,1,0,0,0,3,81,0,742.95,ecommerce,2,1
amex_M49,amex,1,1,1,1,1,0,0,8,89,0,19506.77,saas,2,0
visa_10.3,visa,1,1,1,1,0,0,0,29,57,0,6123.95,healthcare,0,0
visa_10.5,visa,1,0,1,1,0,0,1,37,2,0,4289.83,travel,1,1
disc_IC,disc,1,0,1,1,1,0,0,36,73,0,2131.89,travel,0,0
visa_12.5,visa,1,0,1,1,1,0,1,44,46,1,1182.73,travel,0,1
rupay_1062,rupay,0,0,1,0,1,0,1,40,50,3,15046.54,retail,1,0
mc_4855,mc,1,1,1,1,0,0,1,32,17,0,1520.61,healthcare,1,1
rupay_ru02,rupay,1,1,0,0,1,0,0,33,100,0,4842.64,retail,1,0
disc_UA,disc,0,0,0,0,1,0,1,23,36,1,2750.97,healthcare,0,1
visa_12.6.1,visa,1,1,1,1,0,0,0,23,6,0,658.34,healthcare,2,1
rupay_ru02,rupay,1,0,1,0,0,0,0,45,72,3,17797.68,travel,0,0
mc_4871,mc,0,1,1,1,1,0,0,30,39,1,15553.36,travel,2,1
rupay_ru02,rupay,1,0,1,0,1,1,1,23,32,0,9269.53,retail,1,0
mc_4841,mc,1,1,1,1,1,1,0,37,78,0,163.94,saas,1,1
visa_13.4,visa,0,0,1,1,1,1,1,6,102,1,370.61,travel,2,1
disc_RM,disc,0,1,1,1,1,1,1,43,114,2,6353.73,ecommerce,2,1
mc_4871,mc,0,1,1,0,0,1,0,14,11,0,34732.47,retail,2,1
visa_13.7,visa,1,1,0,1,1,1,0,7,15,3,14796.5,healthcare,2,1
mc_4871,mc,0,1,1,1,0,0,0,41,86,1,19022.91,ecommerce,2,1
mc_4808,mc,1,0,1,1,1,0,0,11,60,0,206.59,travel,2,1
visa_12.6.1,visa,1,1,1,0,1,0,0,8,27,8,9697.87,ecommerce,2,1
mc_4850,mc,1,1,1,0,1,0,1,32,24,4,9839.95,ecommerce,2,0
rupay_1085,rupay,1,1,1,1,0,0,1,36,21,0,575.69,healthcare,0,1
visa_12.5,visa,1,0,1,1,0,0,1,16,28,3,12995.27,saas,0,0
visa_13.8,visa,1,1,1,0,0,0,0,34,20,3,2068.91,retail,0,0
visa_13.4,visa,1,1,1,1,0,0,0,39,44,1,319.12,retail,2,1
disc_DP,disc,1,0,0,1,1,1,0,19,28,0,2056.99,travel,2,1
rupay_1085,rupay,1,0,0,0,0,1,0,11,104,0,4927.58,healthcare,0,0
rupay_1065,rupay,1,1,1,0,1,0,1,34,12,0,7765.62,retail,2,1
mc_4853,mc,1,1,0,1,1,0,0,14,14,0,3288.52,travel,2,1
visa_13.3,visa,1,1,0,1,1,0,1,40,30,0,7371.77,travel,2,1
mc_4855,mc,1,0,1,1,1,1,0,19,58,0,27126.3,healthcare,1,1
visa_11.1,visa,0,0,0,1,1,0,0,29,45,3,858.27,ecommerce,2,1
rupay_1065,rupay,0,1,0,0,0,0,1,17,11,0,8380.66,saas,2,1
visa_11.2,visa,1,1,1,0,1,1,0,41,75,0,20280.26,ecommerce,2,1
mc_4871,mc,1,1,1,1,1,0,0,45,107,0,10601.86,fintech,2,1
